Кто же знал что когда - нибудь их столкнёт судьба в лице нового сотрудника — Самохвалова … « … Пламя скорби свистит под ногами / Ворохами листвы шевеля … » В « Статистическое учреждение » назначили нового « главного » которым оказывается старый друг одной из сотрудниц — Рыжовой .,3
Так случилось что вскоре после окончания войны судьба свела Лаврова с Сергеем Королевым который пригласил молодого военного инженера принять участие в изучении немецкой трофейной ракетной техники .,3
Однако любопытство и то детская то аристократическая услужливость судьба почти всегда ― в образе полицейского ― неуклонно подводят его к этой роли .,1
Я рада что судьба дала мне эту возможность .,3
" Я подумала : " " Пусть судьба решит какова Клементина и чего она хочет " " . ",3
Это судьба общая такая : - ) и они ( наши девочки ) тоже не исключение : - ),2
Это судьба общая такая : - ) и они ( наши девочки ) тоже не исключение : - ),2
Ещё как мне кажется хороший позволять набивать шишики везде но только ни в областях связанных с образованием работой здоровьем ― то есть там от чего зависит судьба человека .,0
" У Романа Балаяна однако другая судьба : его " " Ночь светла " " выглядит так как будто течение времени не прерывалось общественными бурями перестроечных времён . ",2
Актриса тонко передаёт замкнутое глухое презрение богачки к бедному жениху потом к мужу с которым свела её судьба когда речь идёт о деньгах .,1
И кто его не исполнит тому беды не избежать у того судьба пропащая .,2
Именно от них зависит судьба теории и более точно судьба людей ставших её приверженцами .,0
Именно от них зависит судьба теории и более точно судьба людей ставших её приверженцами .,0
У российского этапа Кубка мира ― сложная судьба .,1
Конечно о будущем он задумывался и тогда казалось что хоть десять - то лет судьба ему приберегла а то и пятнадцать - двадцать .,3
А всего легче привыкает к эдему если судьба привела его подышать райским воздухом южного моря гор сосен вековой тишины и старины .,3
Так выглядит выразился бы Бетховен судьба схваченная за горло !,2
Меня же врача - нарколога интересует судьба больных .,0
То Морозевич защищал тяжёлую позицию потому что от его партии зависела судьба матча то Халифман пожертвовав фигуру неторопясь переигрывал соперника а мы все как заведённые ходили вокруг него … Переживаний хватило бы на пару турниров !,0
Кроме того РСПП тревожит судьба малого и среднего бизнеса поскольку в судах находится 41 тыс . дел о банкротстве компаний большинство из которых полагает Вольский заказные .,0
Моя мама у которой очень непростая судьба никогда при мне не плакала ― и это правильно .,2
Он должен оглядываться на тех от кого зависит его будущая судьба .,1
У ВСЯКОГО российского спикера нелёгкая судьба .,1
История человека которому сама судьба сдала очень приличные карты и который проиграл самого себя,3
" Доклад Е . Н . Черноземовой ( Москва ) " " Состоявшаяся судьба как пример воспитания школьников : где личность в школьных программах ? " " был посвящён обоснованию положения о том что становление представлений о смысле жизни и акме неразрывно связано с формированием у школьников понятия о человеческом достоинстве . ",2
Если почвы сада сформированы на кислых породах во влажном климате то их судьба предрешена .,0
Другое дело как у него судьба сложилась …,1
Если добавить к этому слабую адгезию ( бетон сколько его ни мой всё равно будет пылить ) то судьба покрытия предрешена .,0
Это судьба решит .,1
Можно быть Аленом Делоном которому судьба идёт в руки и можно быть человеком который всего трудом добивается .,3
Изобретателей волнует судьба не только животных но и женщин .,0
" Этой довольно банальной истине в полной мере соответствует судьба предприятия " " " " Сызраньсельмаш " " " " . ",0
" Всячески советую не пропустить завершившиеся в номере мемуары Бориса Фридмана " " Мои военные дороги " " ― судьба у этого девяностопятилетнего человека страшная но благодаря его удивительному дару жить удача его не покидала . ",2
Мне был двадцать один год и я поняла что это ― судьба .,1
Просто судьба подала лёгкий знак .,1
Родись он на двадцать лет раньше ― не знаю как сложилась бы его судьба .,0
Куда только ни закидывала меня судьба на Новый год ― и в Америку и в Таиланд и на острова .,3
Но такова судьба артиста мы дарим людям радость и когда другие отдыхают должны работать .,1
Говорят в жизни каждого гения имеется особый знак которым его отмечает судьба .,1
Однако судьба его вдруг сменила гнев на милость .,1
Ирина уже ничего не ждала для себя лично и в этот момент судьба сделала ей царский подарок .,3
Значит такая судьба …,1
Из этой точки судьба могла пойти вправо и влево .,1
Но время и судьба распорядились иначе : Пушкин там больше не бывал .,1
Вот это судьба !,1
А то ведь всем известна печальная судьба староверов Лыковых : абсолютно здоровые люди вымерли чуть ли не в одночасье столкнувшись с нормальным нестерильным миром .,0
Гуманитарная судьба самой Кореи только что вырвавшейся из оков японского колониализма - пишет он - меньше всего интересовала супердержавы ибо первостепенное значение для них имели свои сугубо прагматические цели .,0
" Без такого шага со стороны КНР судьба Северной Кореи была бы решена - решена однозначно не в пользу Ким Ир Сена - уже к осени 1950 года " " ",0
При этом Ж . Батмунха отличали трезвый подход к специфическим проблемам которые стояли перед Монголией и реалистичные оценки возможностей страны изменить сырьевой характер её экономики сберечь её уникальную экологию а в дни когда решалась судьба страны - твёрдая решимость сохранить мирный характер революции удержать страну от кровопролития .,0
С Юсуповым всё конечно сложно слишком давно он жил но многим другим собраниям ― того же Щусева например ― явно предназначалась иная судьба .,1
" Комментарий Михаила Леонтьева в программе " " Однако " " повторённый дважды я цитирую с небольшими купюрами дабы и вы мой читатель если вам посчастливилось его случайно пропустить почувствовали фантастическую неуместность именно этих слов и выражений именно этого пафоса ― именно тогда когда в любой момент могла решиться судьба заложников . ",2
От того как сложится судьба этой банды зависит будущая судьба России .,0
От того как сложится судьба этой банды зависит будущая судьба России .,0
" И мы знаем как она эта судьба сложится " " . ",2
На самом деле это очень счастливая судьба .,1
" О том как начиналась судьба большого режиссёра напомнит фильм 1968 года " " Седьмой спутник " " по Лавреневу которым дебютировал Алексей Герман ( в содружестве с Григорием Ароновым ) ― история военспеца царской армии освобождённого гуманными чекистами . ",0
Традиция прижилась а вот дальнейшая судьба Людвига унаследовавшего королевский престол вряд ли обрадовала бы его отца .,0
Сама же Клодия была женой Метелла ― того знатного сенатора в свиту которого судьба привела безродного веронца чтобы он мог увидеть вблизи ослепительное божество :,3
Он предложил сыграть вместе ― теперь я считаю что нас свела судьба .,1
Многие из тех кого сопроводила судьба в лазарет уже насмешливо рассказывали одинаковые скучные истории как едва не погибли .,3
Абдуллаева ждала горькая судьба никому не нужного инвалида .,1
Там у вагона его пощадила судьба : удары достались тому кто попался первый .,1
Для России и Германии такой незаживающей раной стала судьба перемещённых культурных ценностей или как принято было говорить раньше вопрос реституции .,0
Удивительно что когда время уже подёрнуло спасительным забвением великие трагедии двух стран ― жертв чудовищных тоталитарных режимов и мировых войн единственным кажется ещё не решённым вопросом остаётся судьба не людей или территорий а предметов культуры ― давнишних археологических находок картин и рисунков великих и малых художников старопечатных книг и инкунабул архивных документов .,0
У философии в России несчастная судьба ― и хотя несчастных судеб у нас много каждая как известно несчастна по - своему .,2
А всё остальное ― как судьба ляжет как Господь положит ну и наш труд .,3
Он не мог в этом разобраться тем более что строгие мама и папа запрещали бабушке рассказывать детям о взрослой жизни но у замечательной женщины ближе которой не было у Колюни на свете водился пожалуй лишь один серьёзный недостаток : как ни била её судьба бабушка оставалась болтливой не умела хранить ни одной тайны зато берегла предания истории происхождения рождений знакомств женитьб замужеств новых рождений,2
Однако Колюня не обижался на дядю за то что тот не отцепил крючка и племянник так и проходил вытаскивая жало всю жизнь ― может быть в кропотливом и бессмысленном действии и была заключена его будущая судьба её неясный ещё в ту пору прообраз но и тогда и много позднее мальчик испытывал перед этим великолепным человеком неловкость и вину .,2
И сколько раз ни висела на волоске судьба этого человеческого побега и сколько на него ни ополчалось сил бабушка пускаясь на хитрости как волшебница - берегиня хранила всех кто был рядом с нею от несчастий и скорбей всех благословляла плодиться и размножаться служила домашним и семейным божествам и звёздными купавинскими ночами писала :,2
На громадном погосте на котором не было у них никакой ни родни ни старой могилы и ничто не объединяло отца с похороненными накануне в тот самый или на следующий день людьми ― ни одна вера ни судьба ни кровь ― ничто кроме общей или близкой даты смерти ― на погосте была своя очередь а среди хоронивших ― несколько ответственных людей которые как водится торопились .,2
И хотя в тех разговорах равно как и в самих обожаемых учительницей говорливых филологах было слишком много ненужного вычурного и пустого не сразу мог юноша с затуманенной головой распознать из тех частных эпизодов и нечаянных встреч складывалась надвигалась и дразнила Колюню сама будущая судьба .,2
всё новое и новое золото . Судьба судьба повторял я .,2
Судьба судьба повторял я . Судьба .,2
всё новое и новое золото . Судьба судьба повторял я .,2
Судьба судьба повторял я . Судьба .,2
от катера ему не оторваться … Судьба судьба …,2
Если бы он испугался … ― тогда значит не судьба …,2
Стало быть это наша судьба .,1
И уж судьба так судьба предсказанная Мариной .,1
И уж судьба так судьба предсказанная Мариной .,1
Или судьба ― песчинка на морском берегу ?,3
Про себя Павел Алексеевич знал что судьба его пошла под горку .,1
